Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Requirements Engineering in the Solution Domain","Requirements Engineering","","","","10.1007/978-3-319-61073-3_6","Jeremy Dick BSc (Eng), ACGI, DPhil, DIC, MAElizabeth HullKen Jackson BSc, MSc, MBCS","2017","http://link.springer.com/chapter/10.1007/978-3-319-61073-3_6","Chapter"
"Promoting and Supporting Requirements Engineering Creativity","Rationale Management in Software Engineering","","","","10.1007/978-3-540-30998-7_10","Lemai NguyenPaul A. Swatman","2006","http://link.springer.com/chapter/10.1007/978-3-540-30998-7_10","Chapter"
"Requirements Engineering and Aspects","Design Requirements Engineering: A Ten-Year Perspective","","","","10.1007/978-3-540-92966-6_24","Yijun YuNan NiuBruno González-BaixauliJohn MylopoulosSteve EasterbrookJulio Cesar Sampaio do Prado Leite","2009","http://link.springer.com/chapter/10.1007/978-3-540-92966-6_24","Chapter"
"Experience with user-centred requirements engineering","Requirements Engineering","","16","4","10.1007/s00766-011-0118-z","Alistair SutcliffeSarah ThewPaul Jarvis","2011","http://link.springer.com/article/10.1007/s00766-011-0118-z","Article"
"Requirements Engineering","CESAR - Cost-efficient Methods and Processes for Safety-relevant Embedded Systems","","","","10.1007/978-3-7091-1387-5_3","Markus OrtelMarc MalotAndreas BaumgartJan Steffen BeckerRalf BoguschStefan FarfelederNora GerberOystein HaugenStefan HäuslerBernhard JoskoJason MansellAndreas MitschkeRoopak SinhaTor StalhaneNiina UusitaloPhilip Rehkop","2013","http://link.springer.com/chapter/10.1007/978-3-7091-1387-5_3","Chapter"
"A Reference Architecture for Consumer Electronics Products and its Application in Requirements Engineering","Relating Software Requirements and Architectures","","","","10.1007/978-3-642-21001-3_13","Tim TrewGoetz BotterweckBashar Nuseibeh","2011","http://link.springer.com/chapter/10.1007/978-3-642-21001-3_13","Chapter"
"The Role of Requirements Engineering Techniques","Requirements Engineering","","","","10.1007/978-1-4471-1005-7_2","Linda A. Macaulay BSc (Maths), MSc (Comp.Sc), FBCS, CEng","1996","http://link.springer.com/chapter/10.1007/978-1-4471-1005-7_2","Chapter"
"The Agent at the Center of the Requirements Engineering Process","Software Engineering for Multi-Agent Systems II","","","","10.1007/978-3-540-24625-1_1","Paolo BrescianiPaolo Donzelli","2004","http://link.springer.com/chapter/10.1007/978-3-540-24625-1_1","Chapter"
"A Conceptual Foundation of Requirements Engineering for Business Information Systems","Enterprise, Business-Process and Information Systems Modeling","","","","10.1007/978-3-642-31072-0_7","Sebastian AdamNorman RiegelAnne GrossOezguer UenalanSimon Darting","2012","http://link.springer.com/chapter/10.1007/978-3-642-31072-0_7","Chapter"
"Requirements Engineering in the Solution Domain","Requirements Engineering","","","","10.1007/978-1-84996-405-0_6","Elizabeth Hull BSc, PhD, CEng, FBCSKen Jackson BSc, MSc, MBCSJeremy Dick BSc (Eng), ACGI, DPhil, DIC, MA","2011","http://link.springer.com/chapter/10.1007/978-1-84996-405-0_6","Chapter"
"Rôle of Domain Engineering in Software Development—Why Current Requirements Engineering Is Flawed !","Perspectives of Systems Informatics","","","","10.1007/978-3-642-11486-1_2","Dines Bjørner","2010","http://link.springer.com/chapter/10.1007/978-3-642-11486-1_2","Chapter"
"Requirements Engineering in the Solution Domain","Requirements Engineering","","","","10.1007/1-84628-075-3_6","","2005","http://link.springer.com/chapter/10.1007/1-84628-075-3_6","Chapter"
"A service requirements engineering method for a digital service ecosystem","Service Oriented Computing and Applications","","10","2","10.1007/s11761-015-0175-0","Anne ImmonenEila OvaskaJarmo KalaojaDaniel Pakkala","2016","http://link.springer.com/article/10.1007/s11761-015-0175-0","Article"
"Goal-driven risk assessment in requirements engineering","Requirements Engineering","","16","2","10.1007/s00766-010-0112-x","Yudistira AsnarPaolo GiorginiJohn Mylopoulos","2011","http://link.springer.com/article/10.1007/s00766-010-0112-x","Article"
"A requirements engineering environment within a tightly integrated SDE","Requirements Engineering","","1","3","10.1007/BF01236424","Ch. KohringM. LeferingM. Nagl","1996","http://link.springer.com/article/10.1007/BF01236424","Article"
"Is Requirements Engineering Useless in Game Development?","Requirements Engineering: Foundation for Software Quality","","","","10.1007/978-3-319-05843-6_1","Jussi KasurinenAndrey MaglyasKari Smolander","2014","http://link.springer.com/chapter/10.1007/978-3-319-05843-6_1","Chapter"
"Early Information Requirements Engineering for Target Driven Data Warehouse Development","The Practice of Enterprise Modeling","","","","10.1007/978-3-642-34549-4_14","Naveen PrakashHanu Bhardwaj","2012","http://link.springer.com/chapter/10.1007/978-3-642-34549-4_14","Chapter"
"Gamified Requirements Engineering: Model and Experimentation","Requirements Engineering: Foundation for Software Quality","","","","10.1007/978-3-319-30282-9_12","Philipp LombriserFabiano DalpiazGarm LucassenSjaak Brinkkemper","2016","http://link.springer.com/chapter/10.1007/978-3-319-30282-9_12","Chapter"
"Value-Based Requirements Engineering for Value Webs","Requirements Engineering: Foundation for Software Quality","","","","10.1007/978-3-540-73031-6_9","Novica ZarvićMaya DanevaRoel Wieringa","2007","http://link.springer.com/chapter/10.1007/978-3-540-73031-6_9","Chapter"
"A requirements engineering framework for cross-organizational ERP systems","Requirements Engineering","","11","3","10.1007/s00766-006-0034-9","Maya DanevaRoel J. Wieringa","2006","http://link.springer.com/article/10.1007/s00766-006-0034-9","Article"
"The methodological soundness of requirements engineering papers: a conceptual framework and two case studies","Requirements Engineering","","11","4","10.1007/s00766-006-0037-6","R. J. WieringaJ. M. G. Heerkens","2006","http://link.springer.com/article/10.1007/s00766-006-0037-6","Article"
"Scenario-Based Requirements Engineering (SCRAM)","User-Centred Requirements Engineering","","","","10.1007/978-1-4471-0217-5_6","Alistair Sutcliffe MA, PhD","2002","http://link.springer.com/chapter/10.1007/978-1-4471-0217-5_6","Chapter"
"Autonomy Requirements Engineering","Autonomy Requirements Engineering for Space Missions","","","","10.1007/978-3-319-09816-6_3","Emil VassevMike Hinchey","2014","http://link.springer.com/chapter/10.1007/978-3-319-09816-6_3","Chapter"
"Requirements engineering","Design process improvement","","","","10.1007/978-1-84628-061-0_5","Pericles Loucopoulos","2005","http://link.springer.com/chapter/10.1007/978-1-84628-061-0_5","Chapter"
"Modeling Business Strategy in E-Business Systems Requirements Engineering","Conceptual Modeling for Advanced Application Domains","","","","10.1007/978-3-540-30466-1_57","Steven J. BleisteinKarl CoxJune Verner","2004","http://link.springer.com/chapter/10.1007/978-3-540-30466-1_57","Chapter"
"Communication Analysis: A Requirements Engineering Method for Information Systems","Advanced Information Systems Engineering","","","","10.1007/978-3-642-02144-2_41","Sergio EspañaArturo GonzálezÓscar Pastor","2009","http://link.springer.com/chapter/10.1007/978-3-642-02144-2_41","Chapter"
"Process Model Proposal for Requirements Engineering in Information Mining Projects","Advances in Computing","","","","10.1007/978-3-319-66562-7_10","María Florencia Pollo-CattaneoPatricia PesadoPaola BritosRamón García-Martínez","2017","http://link.springer.com/chapter/10.1007/978-3-319-66562-7_10","Chapter"
"Impediments to requirements engineering during global software development","European Journal of Information Systems","","16","6","10.1057/palgrave.ejis.3000723","Jo HanischBrian Corbitt","2007","http://link.springer.com/article/10.1057/palgrave.ejis.3000723","Article"
"Representing and reasoning about preferences in requirements engineering","Requirements Engineering","","16","3","10.1007/s00766-011-0129-9","Sotirios LiaskosSheila A. McIlraithShirin SohrabiJohn Mylopoulos","2011","http://link.springer.com/article/10.1007/s00766-011-0129-9","Article"
"Constructing and revising formal arguments in requirements engineering","Requirements Engineering","","2","4","10.1007/BF02745372","S. R. Smith","1997","http://link.springer.com/article/10.1007/BF02745372","Article"
"Requirements Engineering for Embedded Systems: An Investigation of Industry Needs","Requirements Engineering: Foundation for Software Quality","","","","10.1007/978-3-642-19858-8_16","Ernst SikoraBastian TenbergenKlaus Pohl","2011","http://link.springer.com/chapter/10.1007/978-3-642-19858-8_16","Chapter"
"Requirements Engineering","Engineering Web Applications","","","","10.1007/978-3-540-92201-8_4","Sven CasteleynFlorian DanielPeter DologMaristella Matera","2009","http://link.springer.com/chapter/10.1007/978-3-540-92201-8_4","Chapter"
"A conceptual framework for requirements engineering","Requirements Engineering","","1","3","10.1007/BF01236426","Alistair Sutcliffe","1996","http://link.springer.com/article/10.1007/BF01236426","Article"
"Goal Oriented Requirements Engineering","Information Systems Development","","","","10.1007/978-1-4615-0167-1_4","Colette Rolland","2002","http://link.springer.com/chapter/10.1007/978-1-4615-0167-1_4","Chapter"
"A Wish List for Requirements Engineering for COTS-Based Information Systems","COTS-Based Software Systems","","","","10.1007/978-3-540-24645-9_26","Vito Perrone","2004","http://link.springer.com/chapter/10.1007/978-3-540-24645-9_26","Chapter"
"Model-Driven Requirements Engineering: Synchronising Models in an Air Traffic Management Case Study","Advanced Information Systems Engineering","","","","10.1007/978-3-540-25975-6_27","Neil A. M. MaidenSara V. JonesSharon ManningJohn GreenwoodL. Renou","2004","http://link.springer.com/chapter/10.1007/978-3-540-25975-6_27","Chapter"
"Traceability and Change in Legal Requirements Engineering","AI Approaches to the Complexity of Legal Systems. Complex Systems, the Semantic Web, Ontologies, Argumentation, and Dialogue","","","","10.1007/978-3-642-16524-5_6","Alexander BoerTom van EngersRadboud Winkels","2010","http://link.springer.com/chapter/10.1007/978-3-642-16524-5_6","Chapter"
"Ein Requirements-Engineering-Referenzmodell","Informatik-Spektrum","","30","3","10.1007/s00287-007-0149-5","Manfred BroyEva GeisbergerJürgen KazmeierArnold RudorferKlaus Beetz","2007","http://link.springer.com/article/10.1007/s00287-007-0149-5","Article"
"Application Requirements Engineering","Software Product Line Engineering","","","","10.1007/3-540-28901-1_15","Günter HalmansProf. Dr. Klaus Pohl","2005","http://link.springer.com/chapter/10.1007/3-540-28901-1_15","Chapter"
"A Quantitative Assessment of Requirements Engineering Publications – 1963–2006","Requirements Engineering: Foundation for Software Quality","","","","10.1007/978-3-540-73031-6_10","Alan DavisAnn HickeyOscar DiesteNatalia JuristoAna Moreno","2007","http://link.springer.com/chapter/10.1007/978-3-540-73031-6_10","Chapter"
"Modeling Mental States in Agent-Oriented Requirements Engineering","Advanced Information Systems Engineering","","","","10.1007/11767138_32","Alexei LapouchnianYves Lespérance","2006","http://link.springer.com/chapter/10.1007/11767138_32","Chapter"
"Requirements Engineering in the Solution Domain","Requirements Engineering","","","","10.1007/978-1-4471-3730-6_6","Elizabeth Hull BSc, PhD, CEng, FBCSKen Jackson BSc, MSc, MBCSJeremy Dick BSc (Eng), ACGI, DPhil, MA","2002","http://link.springer.com/chapter/10.1007/978-1-4471-3730-6_6","Chapter"
"Managing Constant Flow of Requirements: Screening Challenges in Very Large-Scale Requirements Engineering","Product-Focused Software Process Improvement","","","","10.1007/978-3-642-39259-7_12","Sanja AaramaaTuomo KinnunenJari LehtoNebojša Taušan","2013","http://link.springer.com/chapter/10.1007/978-3-642-39259-7_12","Chapter"
"Requirements Engineering for Self-Adaptive Systems: Core Ontology and Problem Statement","Advanced Information Systems Engineering","","","","10.1007/978-3-642-21640-4_5","Nauman A. QureshiIvan J. JuretaAnna Perini","2011","http://link.springer.com/chapter/10.1007/978-3-642-21640-4_5","Chapter"
"A formal approach to requirements engineering","Formal Methods in Programming and Their Applications","","","","10.1007/BFb0039717","Friederike NicklMartin Wirsing","1993","http://link.springer.com/chapter/10.1007/BFb0039717","Chapter"
"A Computer-Aided Process from Problems to Laws in Requirements Engineering","Software Technologies","","","","10.1007/978-3-662-44920-2_14","Stephan FaßbenderMaritta Heisel","2014","http://link.springer.com/chapter/10.1007/978-3-662-44920-2_14","Chapter"
"Architecture-Driven Requirements Engineering","Advances in Enterprise Engineering II","","","","10.1007/978-3-642-01859-6_8","Wilco EngelsmanHenk JonkersHenry M. FrankenMaria-Eugenia Iacob","2009","http://link.springer.com/chapter/10.1007/978-3-642-01859-6_8","Chapter"
"Analyzing Requirements Engineering for Cloud Computing","Requirements Engineering for Service and Cloud Computing","","","","10.1007/978-3-319-51310-2_3","Ana Sofia ZalazarLuciana BallejosSebastian Rodriguez","2017","http://link.springer.com/chapter/10.1007/978-3-319-51310-2_3","Chapter"
"Scenario advisor tool for requirements engineering","Requirements Engineering","","10","2","10.1007/s00766-004-0207-3","Jae Eun ShinAlistair G. SutcliffeAndreas Gregoriades","2005","http://link.springer.com/article/10.1007/s00766-004-0207-3","Article"
"Using Distributed Agile Patterns for Supporting the Requirements Engineering Process","Requirements Engineering for Service and Cloud Computing","","","","10.1007/978-3-319-51310-2_13","Maryam KausarAdil Al-Yasiri","2017","http://link.springer.com/chapter/10.1007/978-3-319-51310-2_13","Chapter"
"The ASM Ground Model Method as a Foundation of Requirements Engineering","Verification: Theory and Practice","","","","10.1007/978-3-540-39910-0_6","Egon Börger","2003","http://link.springer.com/chapter/10.1007/978-3-540-39910-0_6","Chapter"
"Model-Based Requirements Engineering Framework for Systems Life-Cycle Support","Managing Requirements Knowledge","","","","10.1007/978-3-642-34419-0_13","A. SofferD. Dori","2013","http://link.springer.com/chapter/10.1007/978-3-642-34419-0_13","Chapter"
"Domain Requirements Engineering","Software Product Line Engineering","","","","10.1007/3-540-28901-1_10","Stan BühneProf. Dr. Klaus Pohl","2005","http://link.springer.com/chapter/10.1007/3-540-28901-1_10","Chapter"
"A Measurement Framework for Team Level Assessment of Innovation Capability in Early Requirements Engineering","Product-Focused Software Process Improvement","","","","10.1007/978-3-642-02152-7_7","Björn RegnellMartin HöstFredrik NilssonHenrik Bengtsson","2009","http://link.springer.com/chapter/10.1007/978-3-642-02152-7_7","Chapter"
"A Framework for Combining Problem Frames and Goal Models to Support Context Analysis during Requirements Engineering","Availability, Reliability, and Security in Information Systems and HCI","","","","10.1007/978-3-642-40511-2_19","Nazila Gol MohammadiAzadeh AlebrahimThorsten WeyerMaritta HeiselKlaus Pohl","2013","http://link.springer.com/chapter/10.1007/978-3-642-40511-2_19","Chapter"
"How to integrate legal requirements into a requirements engineering methodology for the development of security and privacy patterns","Artificial Intelligence and Law","","17","1","10.1007/s10506-008-9067-3","Luca CompagnaPaul El KhouryAlžběta KrausováFabio MassacciNicola Zannone","2009","http://link.springer.com/article/10.1007/s10506-008-9067-3","Article"
"Requirements engineering for trust management: model, methodology, and reasoning","International Journal of Information Security","","5","4","10.1007/s10207-006-0005-7","Paolo GiorginiFabio MassacciJohn MylopoulosNicola Zannone","2006","http://link.springer.com/article/10.1007/s10207-006-0005-7","Article"
"Requirements Engineering","Requirements in Engineering Projects","","","","10.1007/978-3-319-18597-2_4","João M. FernandesRicardo J. Machado","2016","http://link.springer.com/chapter/10.1007/978-3-319-18597-2_4","Chapter"
"System Modelling for Requirements Engineering","Requirements Engineering","","","","10.1007/978-3-319-61073-3_3","Jeremy Dick BSc (Eng), ACGI, DPhil, DIC, MAElizabeth HullKen Jackson BSc, MSc, MBCS","2017","http://link.springer.com/chapter/10.1007/978-3-319-61073-3_3","Chapter"
"A Generic Process for Requirements Engineering","Requirements Engineering","","","","10.1007/978-3-319-61073-3_2","Jeremy Dick BSc (Eng), ACGI, DPhil, DIC, MAElizabeth HullKen Jackson BSc, MSc, MBCS","2017","http://link.springer.com/chapter/10.1007/978-3-319-61073-3_2","Chapter"
"Requirements Engineering for Cloud Computing: A Comparison Framework","Web Information Systems Engineering – WISE 2010 Workshops","","","","10.1007/978-3-642-24396-7_32","Stefan WindHolger Schrödl","2011","http://link.springer.com/chapter/10.1007/978-3-642-24396-7_32","Chapter"
"Security Requirements Engineering for Secure Business Processes","Workshops on Business Informatics Research","","","","10.1007/978-3-642-29231-6_7","Elda PajaPaolo GiorginiStéphane PaulPer Håkon Meland","2012","http://link.springer.com/chapter/10.1007/978-3-642-29231-6_7","Chapter"
"Filling the Gap between Requirements Engineering and Public Key/Trust Management Infrastructures","Public Key Infrastructure","","","","10.1007/978-3-540-25980-0_8","Paolo GiorginiFabio MassacciJohn MylopoulosNicola Zannone","2004","http://link.springer.com/chapter/10.1007/978-3-540-25980-0_8","Chapter"
"Industry needs and research directions in requirements engineering for embedded systems","Requirements Engineering","","17","1","10.1007/s00766-011-0144-x","Ernst SikoraBastian TenbergenKlaus Pohl","2012","http://link.springer.com/article/10.1007/s00766-011-0144-x","Article"
"An IT-Driven Business Requirements Engineering Methodology","Requirements Engineering","","","","10.1007/978-3-662-43610-3_5","Masahiro IdeTomoko KishidaMikio AoyamaYasuhiro Kikushima","2014","http://link.springer.com/chapter/10.1007/978-3-662-43610-3_5","Chapter"
