Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"An improved extreme learning machine model for the prediction of human scenarios in smart homes","Applied Intelligence","","","","10.1007/s10489-017-1062-5","Zaineb LiouaneTayeb LemloumaPhilippe RooseFréderic WeisHassani Messaoud","2017","http://link.springer.com/article/10.1007/s10489-017-1062-5","Article"
"Estimation of crowd density by clustering motion cues","The Visual Computer","","31","11","10.1007/s00371-014-1032-4","Aravinda S. RaoJayavardhana GubbiSlaven MarusicMarimuthu Palaniswami","2015","http://link.springer.com/article/10.1007/s00371-014-1032-4","Article"
"An Architecture based on interactive optimization and machine learning applied to the next release problem","Automated Software Engineering","","24","3","10.1007/s10515-016-0200-3","Allysson Allex AraújoMatheus PaixaoItalo YeltsinAltino DantasJerffeson Souza","2017","http://link.springer.com/article/10.1007/s10515-016-0200-3","Article"
"Guest editorial: Special issue on Extreme learning machine and applications (I)","Neural Computing and Applications","","27","1","10.1007/s00521-015-2086-6","Zhihong ManGuang-Bin Huang","2016","http://link.springer.com/article/10.1007/s00521-015-2086-6","Article"
"A survey on information visualization: recent advances and challenges","The Visual Computer","","30","12","10.1007/s00371-013-0892-3","Shixia LiuWeiwei CuiYingcai WuMengchen Liu","2014","http://link.springer.com/article/10.1007/s00371-013-0892-3","Article"
"A secure, scalable and versatile multi-layer client–server architecture for remote intelligent data processing","Journal of Reliable Intelligent Environments","","1","2 - 4","10.1007/s40860-015-0007-1","Gabriele PiantadosiStefano MarroneMario SansoneCarlo Sansone","2015","http://link.springer.com/article/10.1007/s40860-015-0007-1","Article"
"Enriched spatial comparison of clusterings through discovery of deviating subspaces","Machine Learning","","98","1 - 2","10.1007/s10994-013-5332-0","Eric BaeJames Bailey","2015","http://link.springer.com/article/10.1007/s10994-013-5332-0","Article"
"Max-Margin Heterogeneous Information Machine for RGB-D Action Recognition","International Journal of Computer Vision","","123","3","10.1007/s11263-016-0982-6","Yu KongYun Fu","2017","http://link.springer.com/article/10.1007/s11263-016-0982-6","Article"
"Learning register automata: from languages to program structures","Machine Learning","","96","1 - 2","10.1007/s10994-013-5419-7","Malte IsbernerFalk HowarBernhard Steffen","2014","http://link.springer.com/article/10.1007/s10994-013-5419-7","Article"
"Time for Addressing Software Security Issues: Prediction Models and Impacting Factors","Data Science and Engineering","","2","2","10.1007/s41019-016-0019-8","Lotfi Ben OthmaneGolriz ChehraziEric BoddenPetar TsalovskiAchim D. Brucker","2017","http://link.springer.com/article/10.1007/s41019-016-0019-8","Article"
"Multiscale event detection in social media","Data Mining and Knowledge Discovery","","29","5","10.1007/s10618-015-0421-2","Xiaowen DongDimitrios MavroeidisFrancesco CalabresePascal Frossard","2015","http://link.springer.com/article/10.1007/s10618-015-0421-2","Article"
"The good, the bad, and the ugly: uncovering novel research opportunities in social media mining","International Journal of Data Science and Analytics","","1","3 - 4","10.1007/s41060-016-0023-0","Huan LiuFred MorstatterJiliang TangReza Zafarani","2016","http://link.springer.com/article/10.1007/s41060-016-0023-0","Article"
"Low rank approximation with sparse integration of multiple manifolds for data representation","Applied Intelligence","","42","3","10.1007/s10489-014-0600-7","Liang TaoHorace H. S. IpYinglin WangXin Shu","2015","http://link.springer.com/article/10.1007/s10489-014-0600-7","Article"
"Exploiting domain knowledge to detect outliers","Data Mining and Knowledge Discovery","","28","2","10.1007/s10618-013-0310-5","Fabrizio AngiulliFabio Fassetti","2014","http://link.springer.com/article/10.1007/s10618-013-0310-5","Article"
"A scalable approach to spectral clustering with SDD solvers","Journal of Intelligent Information Systems","","44","2","10.1007/s10844-013-0285-0","Nguyen Lu Dang KhoaSanjay Chawla","2015","http://link.springer.com/article/10.1007/s10844-013-0285-0","Article"
"A greedy algorithm to construct sparse graph by using ranked dictionary","International Journal of Data Science and Analytics","","2","3 - 4","10.1007/s41060-016-0020-3","Shuchu HanHong Qin","2016","http://link.springer.com/article/10.1007/s41060-016-0020-3","Article"
"Evaluation in artificial intelligence: from task-oriented to ability-oriented measurement","Artificial Intelligence Review","","48","3","10.1007/s10462-016-9505-7","José Hernández-Orallo","2017","http://link.springer.com/article/10.1007/s10462-016-9505-7","Article"
"One-class support vector machines: analysis of outlier detection for wireless sensor networks in harsh environments","Artificial Intelligence Review","","43","4","10.1007/s10462-013-9395-x","Nauman ShahidIjaz Haider NaqviSaad Bin Qaisar","2015","http://link.springer.com/article/10.1007/s10462-013-9395-x","Article"
"Non-redundant multiple clustering by nonnegative matrix factorization","Machine Learning","","106","5","10.1007/s10994-016-5601-9","Sen YangLijun Zhang","2017","http://link.springer.com/article/10.1007/s10994-016-5601-9","Article"
"SAUText - a system for analysis of unstructured textual data","Journal of Intelligent Information Systems","","46","2","10.1007/s10844-015-0384-1","Grzegorz ProtaziukJacek LewandowskiRobert Bembenik","2016","http://link.springer.com/article/10.1007/s10844-015-0384-1","Article"
"Towards Safe Semi-supervised Classification: Adjusted Cluster Assumption via Clustering","Neural Processing Letters","","46","3","10.1007/s11063-017-9607-5","Yunyun WangYan MengZhenyong FuHui Xue","2017","http://link.springer.com/article/10.1007/s11063-017-9607-5","Article"
"Lab4CE: a Remote Laboratory for Computer Education","International Journal of Artificial Intelligence in Education","","27","1","10.1007/s40593-015-0079-3","Julien BroisinRémi VenantPhilippe Vidal","2017","http://link.springer.com/article/10.1007/s40593-015-0079-3","Article"
"Label propagation based semi-supervised learning for software defect prediction","Automated Software Engineering","","24","1","10.1007/s10515-016-0194-x","Zhi-Wu ZhangXiao-Yuan JingTie-Jian Wang","2017","http://link.springer.com/article/10.1007/s10515-016-0194-x","Article"
"Pairwise constraint propagation via low-rank matrix recovery","Computational Visual Media","","1","3","10.1007/s41095-015-0011-7","Zhenyong Fu","2015","http://link.springer.com/article/10.1007/s41095-015-0011-7","Article"
"Robust ordinal regression in preference learning and ranking","Machine Learning","","93","2 - 3","10.1007/s10994-013-5365-4","Salvatore CorrenteSalvatore GrecoMiłosz KadzińskiRoman Słowiński","2013","http://link.springer.com/article/10.1007/s10994-013-5365-4","Article"
"Automated Assessment of the Quality of Peer Reviews using Natural Language Processing Techniques","International Journal of Artificial Intelligence in Education","","27","3","10.1007/s40593-016-0132-x","Lakshmi RamachandranEdward F. GehringerRavi K. Yadav","2017","http://link.springer.com/article/10.1007/s40593-016-0132-x","Article"
"Evolutionary soft co-clustering: formulations, algorithms, and applications","Data Mining and Knowledge Discovery","","29","3","10.1007/s10618-014-0375-9","Wenlu ZhangRongjian LiDaming FengAndrey ChernikovNikos ChrisochoidesChristopher OsgoodShuiwang Ji","2015","http://link.springer.com/article/10.1007/s10618-014-0375-9","Article"
"On Locating Malicious Code in Piggybacked Android Apps","Journal of Computer Science and Technology","","32","6","10.1007/s11390-017-1786-z","Li LiDaoyuan LiTegawendé F. BissyandéJacques KleinHaipeng CaiDavid LoYves Le Traon","2017","http://link.springer.com/article/10.1007/s11390-017-1786-z","Article"
"Cluster validity functions for categorical data: a solution-space perspective","Data Mining and Knowledge Discovery","","29","6","10.1007/s10618-014-0387-5","Liang BaiJiye Liang","2015","http://link.springer.com/article/10.1007/s10618-014-0387-5","Article"
"Effective Query Grouping Strategy in Clouds","Journal of Computer Science and Technology","","32","6","10.1007/s11390-017-1797-9","Qin LiuYuhong GuoJie WuGuojun Wang","2017","http://link.springer.com/article/10.1007/s11390-017-1797-9","Article"
"A mixture model clustering approach for temporal passenger pattern characterization in public transport","International Journal of Data Science and Analytics","","1","1","10.1007/s41060-015-0002-x","Anne-Sarah BriandEtienne CômeMohamed K. El MahrsiLatifa Oukhellou","2016","http://link.springer.com/article/10.1007/s41060-015-0002-x","Article"
"Rényi divergence minimization based co-regularized multiview clustering","Machine Learning","","104","2 - 3","10.1007/s10994-016-5543-2","Shalmali JoshiJoydeep GhoshMark ReidOluwasanmi Koyejo","2016","http://link.springer.com/article/10.1007/s10994-016-5543-2","Article"
"Machine learning use in predicting interior spruce wood density utilizing progeny test information","Neural Computing and Applications","","28","3","10.1007/s00521-015-2075-9","Kostantinos DemertzisLazaros IliadisStavros AvramidisYousry A. El-Kassaby","2017","http://link.springer.com/article/10.1007/s00521-015-2075-9","Article"
"A new visualization tool for data mining techniques","Progress in Artificial Intelligence","","5","2","10.1007/s13748-015-0079-4","José M. Martínez-MartínezPablo Escandell-MonteroEmilio Soria-OlivasJosé D. Martín-GuerreroAntonio J. Serrano-López","2016","http://link.springer.com/article/10.1007/s13748-015-0079-4","Article"
"Exemplar-based low-rank matrix decomposition for data clustering","Data Mining and Knowledge Discovery","","29","2","10.1007/s10618-014-0347-0","Lijun WangMing Dong","2015","http://link.springer.com/article/10.1007/s10618-014-0347-0","Article"
"Combining boosting machine learning and swarm intelligence for real time object detection and tracking: towards new meta-heuristics boosting classifiers","International Journal of Intelligent Robotics and Applications","","1","4","10.1007/s41315-017-0037-3","Sidahmed Benabderrahmane","2017","http://link.springer.com/article/10.1007/s41315-017-0037-3","Article"
"The latest research progress on spectral clustering","Neural Computing and Applications","","24","7 - 8","10.1007/s00521-013-1439-2","Hongjie JiaShifei DingXinzheng XuRu Nie","2014","http://link.springer.com/article/10.1007/s00521-013-1439-2","Article"
"The effect of human thought on data: an analysis of self-reported data in supervised learning and neural networks","Progress in Artificial Intelligence","","6","3","10.1007/s13748-017-0118-4","Justin LovingerIren Valova","2017","http://link.springer.com/article/10.1007/s13748-017-0118-4","Article"
"A Resource Aware MapReduce Based Parallel SVM for Large Scale Image Classifications","Neural Processing Letters","","44","1","10.1007/s11063-015-9472-z","Wenming GuoNasullah Khalid AlhamYang LiuMaozhen LiMan Qi","2016","http://link.springer.com/article/10.1007/s11063-015-9472-z","Article"
"Hybrid fuzzy polynomial neural networks with the aid of weighted fuzzy clustering method and fuzzy polynomial neurons","Applied Intelligence","","46","2","10.1007/s10489-016-0844-5","Wei HuangSung-Kwun OhWitold Pedrycz","2017","http://link.springer.com/article/10.1007/s10489-016-0844-5","Article"
"An overview on semi-supervised support vector machine","Neural Computing and Applications","","28","5","10.1007/s00521-015-2113-7","Shifei DingZhibin ZhuXiekai Zhang","2017","http://link.springer.com/article/10.1007/s00521-015-2113-7","Article"
"PRESC
              
                
                  
                
                $$^{2}$$
                
                  
                    
                      
                      2
                    
                  
                
              : efficient self-reconfiguration of cache strategies for elastic caching platforms","Computing","","96","5","10.1007/s00607-013-0365-6","Xiulei QinWei WangWenbo ZhangJun WeiXin ZhaoHua ZhongTao Huang","2014","http://link.springer.com/article/10.1007/s00607-013-0365-6","Article"
"A survey on bug prioritization","Artificial Intelligence Review","","47","2","10.1007/s10462-016-9478-6","Jamal UddinRozaida GhazaliMustafa Mat DerisRashid NaseemHabib Shah","2017","http://link.springer.com/article/10.1007/s10462-016-9478-6","Article"
"A survey of feature selection methods for Gaussian mixture models and hidden Markov models","Artificial Intelligence Review","","","","10.1007/s10462-017-9581-3","Stephen AdamsPeter A. Beling","2017","http://link.springer.com/article/10.1007/s10462-017-9581-3","Article"
"Characteristics and classification of outlier detection techniques for wireless sensor networks in harsh environments: a survey","Artificial Intelligence Review","","43","2","10.1007/s10462-012-9370-y","Nauman ShahidIjaz Haider NaqviSaad Bin Qaisar","2015","http://link.springer.com/article/10.1007/s10462-012-9370-y","Article"
"SEIP: System for Efficient Image Processing on Distributed Platform","Journal of Computer Science and Technology","","30","6","10.1007/s11390-015-1595-1","Tao LiuYi LiuQin LiXiang-Rong WangFei GaoYan-Chao ZhuDe-Pei Qian","2015","http://link.springer.com/article/10.1007/s11390-015-1595-1","Article"
